x y z r g b label
3.29664 49.19954 0.45035 169 169 169 1
3.29211 49.20480 0.57592 174 174 174 1
3.26132 49.20280 0.69745 176 176 176 1
3.23403 49.19855 0.81928 173 173 173 1
3.19798 49.20013 0.93877 177 177 177 1
3.16566 49.20205 1.05926 176 176 176 1
3.12774 49.19924 1.17819 178 178 178 1
3.08589 49.20135 1.29593 179 179 179 1
3.02836 49.19968 1.40695 174 174 174 1
2.97080 49.20269 1.51741 183 183 183 1
2.91843 49.19784 1.63063 179 179 179 1
2.85332 49.20313 1.73689 176 176 176 1
2.78278 49.19752 1.83948 182 182 182 1
2.71602 49.19728 1.94462 184 184 184 1
2.64075 49.20279 2.04378 194 194 194 1
2.57117 49.19945 2.14800 187 187 187 1
2.48413 49.20253 2.23763 188 188 188 1
2.39653 49.20085 2.32632 186 186 186 1
2.30885 49.20023 2.41499 193 193 193 1
2.21193 49.20125 2.49350 189 189 189 1
2.11722 49.20483 2.57439 188 188 188 1
2.01135 49.19875 2.64055 183 183 183 1
1.91473 49.20148 2.71935 189 189 189 1
1.81177 49.20020 2.78959 188 188 188 1
1.70131 49.19871 2.84744 192 192 192 1
1.59751 49.19527 2.91782 196 196 196 1
1.48027 49.20310 2.96201 196 196 196 1
1.36955 49.19730 3.02019 189 189 189 1
1.25044 49.20255 3.05830 199 199 199 1
1.13390 49.20170 3.10304 197 197 197 1
1.01312 49.19891 3.13484 198 198 198 1
0.89244 49.19611 3.16650 193 193 193 1
0.76856 49.19976 3.18335 202 202 202 1
0.64759 49.20304 3.21508 191 191 191 1
0.52388 49.19847 3.23248 198 198 198 1
0.39941 49.20063 3.24352 203 203 203 1
0.27487 49.20554 3.25694 197 197 197 1
0.14962 49.19952 3.25245 196 196 196 1
0.02427 49.20213 3.24710 197 197 197 1
-0.10140 49.19789 3.24627 191 191 191 1
-0.22743 49.20130 3.24251 197 197 197 1
-0.35043 49.20049 3.21412 196 196 196 1
-0.47271 49.20078 3.18574 198 198 198 1
-0.59781 49.19595 3.17052 201 201 201 1
-0.72037 49.19654 3.14221 195 195 195 1
-0.83672 49.20340 3.09334 196 196 196 1
-0.96012 49.20711 3.06602 191 191 191 1
-1.07641 49.19878 3.01813 195 195 195 1
-1.19264 49.20141 2.97014 194 194 194 1
-1.30440 49.20203 2.91257 186 186 186 1
-1.41448 49.20167 2.85217 185 185 185 1
-1.52510 49.20135 2.79256 183 183 183 1
-1.62985 49.20124 2.72326 188 188 188 1
-1.73066 49.20140 2.64854 192 192 192 1
-1.83724 49.20054 2.58135 185 185 185 1
-1.92935 49.20161 2.49569 191 191 191 1
-2.01650 49.19749 2.40535 188 188 188 1
-2.11130 49.20028 2.32353 194 194 194 1
-2.20373 49.19840 2.23859 186 186 186 1
-2.28675 49.20132 2.14463 183 183 183 1
-2.35761 49.20491 2.04092 185 185 185 1
-2.44178 49.19825 1.94778 188 188 188 1
-2.51490 49.19683 1.84604 183 183 183 1
-2.57748 49.20106 1.73750 174 174 174 1
-2.63984 49.19714 1.62919 184 184 184 1
-2.69769 49.19775 1.51850 179 179 179 1
-2.75960 49.20261 1.40960 174 174 174 1
-2.81116 49.20059 1.29555 179 179 179 1
-2.85478 49.20297 1.17827 178 178 178 1
-2.89291 49.20314 1.05922 175 175 175 1
-2.92487 49.19586 0.93849 176 176 176 1
-2.96932 49.20123 0.82096 177 177 177 1
-2.98944 49.19837 0.69734 170 170 170 1
-3.01588 49.19924 0.57509 167 167 167 1
-3.02195 49.19855 0.44988 171 171 171 1
-3.04584 49.20003 0.32678 166 166 166 1
-3.04857 49.20096 0.20174 165 165 165 1
-3.05448 49.19978 0.07688 170 170 170 1
-3.04209 49.19850 -0.04853 169 169 169 1
-3.04470 49.19740 -0.17452 164 164 164 1
-3.03803 49.20400 -0.30041 169 169 169 1
-3.01748 49.19814 -0.42474 160 160 160 1
-2.98564 49.19988 -0.54677 159 159 159 1
-2.96393 49.19744 -0.67062 168 168 168 1
-2.92113 49.20266 -0.78916 161 161 161 1
-2.89738 49.19985 -0.91315 164 164 164 1
-2.84663 49.19675 -1.02850 162 162 162 1
-2.80689 49.20034 -1.14775 160 160 160 1
-2.75803 49.20042 -1.26357 156 156 156 1
-2.70672 49.19625 -1.37850 157 157 157 1
-2.64409 49.19584 -1.48767 161 161 161 1
-2.58368 49.19890 -1.59809 159 159 159 1
-2.36081 49.19851 -1.90218 153 153 153 1
-2.11261 49.19794 -2.18535 151 151 151 1
-2.02620 49.20157 -2.27691 154 154 154 1
-1.92853 49.19996 -2.35633 147 147 147 1
-1.62859 49.20227 -2.58439 144 144 144 1
-0.83897 49.19848 -2.96569 146 146 146 1
-0.59843 49.19807 -3.03898 142 142 142 1
-0.22727 49.20076 -3.10738 136 136 136 1
-0.10122 49.19949 -3.11034 145 145 145 1
0.52390 49.19766 -3.09886 137 137 137 1
0.64806 49.20151 -3.08421 141 141 141 1
0.77103 49.19643 -3.06181 140 140 140 1
0.89257 49.20326 -3.03289 142 142 142 1
1.01496 49.20307 -3.00701 139 139 139 1
1.13283 49.19858 -2.96520 142 142 142 1
1.24942 49.20172 -2.92070 148 148 148 1
1.36804 49.20005 -2.88142 148 148 148 1
1.48154 49.20282 -2.82934 144 144 144 1
1.59282 49.19789 -2.77283 139 139 139 1
1.70106 49.19563 -2.71085 146 146 146 1
1.81309 49.20068 -2.65519 146 146 146 1
1.91670 49.20018 -2.58533 144 144 144 1
2.01791 49.20298 -2.51216 137 137 137 1
2.11283 49.19827 -2.43091 148 148 148 1
2.21187 49.20124 -2.35502 151 151 151 1
2.30067 49.20267 -2.26720 137 137 137 1
2.39074 49.19886 -2.18104 151 151 151 1
2.47942 49.19828 -2.09321 145 145 145 1
2.56740 49.19871 -2.00413 146 146 146 1
2.63881 49.20070 -1.90099 150 150 150 1
2.71565 49.19723 -1.80245 153 153 153 1
2.78282 49.20172 -1.69696 159 159 159 1
2.85816 49.20118 -1.59665 153 153 153 1
2.91990 49.19762 -1.48756 155 155 155 1
2.97187 49.19942 -1.37336 154 154 154 1
3.02976 49.19936 -1.26229 154 154 154 1
3.08791 49.19765 -1.15073 160 160 160 1
3.12739 49.20222 -1.03129 156 156 156 1
3.17539 49.20238 -0.91490 158 158 158 1
3.20775 49.19991 -0.79325 165 165 165 1
3.23324 49.20113 -0.67005 165 165 165 1
3.25939 49.19897 -0.54725 161 161 161 1
3.28167 49.20082 -0.42367 167 167 167 1
3.29139 49.20044 -0.29835 162 162 162 1
3.31821 49.20026 -0.17476 161 161 161 1
3.31912 49.20013 -0.04879 169 169 169 1
3.31324 49.59860 0.07750 169 169 169 1
3.31915 49.60124 0.20268 173 173 173 1
3.31384 49.60405 0.32783 168 168 168 1
3.28868 49.59798 0.45098 168 168 168 1
3.27267 49.59637 0.57473 170 170 170 1
3.24964 49.59978 0.69736 168 168 168 1
3.22512 49.60177 0.81971 169 169 169 1
3.19705 49.59780 0.94142 177 177 177 1
3.15638 49.60433 1.05951 176 176 176 1
3.12564 49.59834 1.18105 172 172 172 1
3.07451 49.60473 1.29523 176 176 176 1
3.02651 49.60215 1.41051 182 182 182 1
2.97222 49.59909 1.52297 178 178 178 1
2.91284 49.60023 1.63278 181 181 181 1
2.84826 49.59966 1.73954 185 185 185 1
2.78124 49.59798 1.84469 182 182 182 1
2.71893 49.60157 1.95350 184 184 184 1
2.64414 49.59595 2.05377 193 193 193 1
2.55504 49.59853 2.14215 185 185 185 1
2.47231 49.60256 2.23526 196 196 196 1
2.39298 49.60046 2.33203 195 195 195 1
2.30182 49.60354 2.41740 191 191 191 1
2.20150 49.60235 2.49213 194 194 194 1
2.11188 49.60113 2.57936 192 192 192 1
2.01408 49.59904 2.65706 191 191 191 1
1.90813 49.60064 2.72333 197 197 197 1
1.80007 49.59507 2.78561 197 197 197 1
1.68956 49.59910 2.84301 199 199 199 1
1.58637 49.60127 2.91412 193 193 193 1
1.46936 49.59933 2.95841 191 191 191 1
1.35808 49.60309 3.01478 194 194 194 1
1.24413 49.60042 3.06619 187 187 187 1
1.12466 49.59485 3.10296 194 194 194 1
1.00716 49.59987 3.14626 202 202 202 1
0.88535 49.59810 3.17511 192 192 192 1
0.76299 49.60484 3.20127 193 193 193 1
0.63964 49.60312 3.22233 200 200 200 1
0.51429 49.59837 3.22795 204 204 204 1
0.39103 49.60093 3.25151 199 199 199 1
0.26591 49.60060 3.25684 201 201 201 1
0.14072 49.59766 3.25164 198 198 198 1
0.01513 49.60544 3.25587 201 201 201 1
-0.11088 49.59848 3.25635 199 199 199 1
-0.23494 49.60180 3.23348 196 196 196 1
-0.35941 49.60313 3.21732 194 194 194 1
-0.48362 49.59791 3.19855 202 202 202 1
-0.60451 49.60243 3.16404 193 193 193 1
-0.72675 49.59744 3.13591 195 195 195 1
-0.84647 49.59868 3.09857 195 195 195 1
-0.96894 49.60587 3.06841 196 196 196 1
-1.08609 49.59359 3.02259 195 195 195 1
-1.20152 49.59846 2.97262 197 197 197 1
-1.31175 49.59617 2.91203 194 194 194 1
-1.42100 49.60080 2.85038 187 187 187 1
-1.53101 49.60079 2.79011 194 194 194 1
-1.63657 49.60185 2.72238 188 188 188 1
-1.73634 49.59763 2.64643 191 191 191 1
-1.83947 49.60363 2.57517 192 192 192 1
-1.94400 49.60210 2.50465 185 185 185 1
-2.02892 49.60389 2.41133 195 195 195 1
-2.12471 49.59830 2.33015 181 181 181 1
-2.21238 49.59812 2.24042 182 182 182 1
-2.29548 49.60150 2.14647 189 189 189 1
-2.37020 49.59914 2.04576 190 190 190 1
-2.44684 49.59809 1.94685 184 184 184 1
-2.51913 49.59685 1.84472 185 185 185 1
-2.58373 49.60055 1.73761 179 179 179 1
-2.64561 49.59939 1.62909 181 181 181 1
-2.72035 49.60184 1.52708 182 182 182 1
-2.76168 49.59880 1.40796 183 183 183 1
-2.82498 49.59847 1.29902 182 182 182 1
-2.85774 49.59962 1.17744 169 169 169 1
-2.89256 49.60100 1.05749 174 174 174 1
-2.94086 49.59670 0.94169 174 174 174 1
-2.97890 49.60317 0.82224 176 176 176 1
-2.99438 49.60112 0.69758 166 166 166 1
-3.01686 49.60159 0.57478 171 171 171 1
-3.03180 49.60215 0.45087 170 170 170 1
-3.04910 49.59718 0.32713 167 167 167 1
-3.05126 49.59679 0.20220 167 167 167 1
-3.06291 49.59771 0.07750 164 164 164 1
-3.04730 49.59970 -0.04776 165 165 165 1
-3.05311 49.60111 -0.17386 170 170 170 1
-3.03746 49.60088 -0.29866 161 161 161 1
-3.02105 49.60231 -0.42327 156 156 156 1
-3.00551 49.59896 -0.54832 164 164 164 1
-2.96349 49.60086 -0.66775 162 162 162 1
-2.93829 49.59669 -0.79087 159 159 159 1
-2.90204 49.59853 -0.91115 157 157 157 1
-2.86482 49.59813 -1.03130 157 157 157 1
-2.81188 49.59841 -1.14551 156 156 156 1
-2.76572 49.59607 -1.26239 146 146 146 1
-2.70790 49.59680 -1.37394 157 157 157 1
-2.65088 49.59728 -1.48587 159 159 159 1
-2.52207 49.60284 -1.70172 146 146 146 1
-2.03207 49.60085 -2.27300 150 150 150 1
-1.93990 49.60250 -2.35859 145 145 145 1
-1.63834 49.60171 -2.58505 143 143 143 1
-1.19582 49.60043 -2.82168 138 138 138 1
-1.08143 49.60125 -2.87302 151 151 151 1
-0.96420 49.60003 -2.91751 149 149 149 1
-0.84903 49.60371 -2.96863 144 144 144 1
0.14072 49.59839 -3.12381 140 140 140 1
0.26551 49.60147 -3.10967 144 144 144 1
0.51519 49.60644 -3.09847 144 144 144 1
0.63986 49.60080 -3.08655 144 144 144 1
0.76279 49.60260 -3.06298 143 143 143 1
0.88296 49.60366 -3.02771 136 136 136 1
1.00480 49.59932 -3.00028 145 145 145 1
1.12589 49.60317 -2.96891 141 141 141 1
1.24063 49.60150 -2.91865 136 136 136 1
1.35930 49.60075 -2.87943 135 135 135 1
1.47371 49.59968 -2.82924 147 147 147 1
1.58663 49.60224 -2.77572 144 144 144 1
1.69404 49.60303 -2.71176 148 148 148 1
1.80433 49.59861 -2.65297 138 138 138 1
1.90845 49.60081 -2.58384 145 145 145 1
2.01391 49.59872 -2.51645 149 149 149 1
2.10911 49.60020 -2.43504 145 145 145 1
2.20402 49.60220 -2.35381 150 150 150 1
2.29833 49.59716 -2.27190 145 145 145 1
2.38526 49.59632 -2.18209 152 152 152 1
2.47110 49.60003 -2.09141 146 146 146 1
2.56039 49.59887 -2.00345 145 145 145 1
2.63925 49.59955 -1.90611 153 153 153 1
2.70157 49.60023 -1.79650 152 152 152 1
2.78290 49.59707 -1.70084 151 151 151 1
2.85031 49.60604 -1.59523 151 151 151 1
2.90538 49.59806 -1.48243 142 142 142 1
2.96987 49.59834 -1.37498 154 154 154 1
3.01857 49.59790 -1.25942 156 156 156 1
3.06769 49.59459 -1.14432 155 155 155 1
3.12767 49.60240 -1.03305 156 156 156 1
3.15662 49.60386 -0.91017 158 158 158 1
3.19786 49.60421 -0.79155 155 155 155 1
3.21955 49.60293 -0.66759 154 154 154 1
3.25448 49.60020 -0.54684 159 159 159 1
3.27680 49.60106 -0.42321 169 169 169 1
3.30206 49.60192 -0.29969 161 161 161 1
3.31100 49.59600 -0.17403 163 163 163 1
3.30879 49.59888 -0.04799 175 175 175 1
3.30603 49.99914 0.07812 168 168 168 1
3.29830 49.99674 0.20281 166 166 166 1
3.29464 49.99821 0.32759 171 171 171 1
3.28503 49.99939 0.45214 163 163 163 1
3.26816 50.00188 0.57593 177 177 177 1
3.24391 50.00210 0.69846 180 180 180 1
3.21789 50.00039 0.82056 176 176 176 1
3.19500 49.99819 0.94378 177 177 177 1
3.15242 50.00185 1.06152 169 169 169 1
3.12755 49.99953 1.18542 183 183 183 1
3.06946 49.99864 1.29719 177 177 177 1
3.01952 49.99840 1.41175 185 185 185 1
2.96258 50.00248 1.52294 185 185 185 1
2.89948 50.00248 1.63063 191 191 191 1
2.84200 50.00521 1.74150 179 179 179 1
2.77897 50.00282 1.84947 191 191 191 1
2.70441 49.99845 1.94977 181 181 181 1
2.62796 50.00131 2.04841 179 179 179 1
2.54506 50.00145 2.14161 186 186 186 1
2.46901 50.00156 2.24086 195 195 195 1
2.37721 49.99985 2.32560 193 193 193 1
2.28628 50.00022 2.41069 186 186 186 1
2.19737 50.00159 2.49822 184 184 184 1
2.09902 49.99556 2.57489 190 190 190 1
2.00362 50.00377 2.65551 187 187 187 1
1.89885 50.00012 2.72341 185 185 185 1
1.79557 49.99952 2.79350 188 188 188 1
1.68579 50.00222 2.85294 193 193 193 1
1.57863 49.99579 2.91722 190 190 190 1
1.46277 50.00306 2.96433 200 200 200 1
1.35003 50.00357 3.01783 193 193 193 1
1.23457 50.00282 3.06547 201 201 201 1
1.11495 50.00101 3.10162 196 196 196 1
0.99792 49.99783 3.14634 198 198 198 1
0.87582 50.00049 3.17386 193 193 193 1
0.75384 49.99801 3.20151 204 204 204 1
0.62975 49.99793 3.21774 197 197 197 1
0.50731 49.99929 3.24604 198 198 198 1
0.38208 50.00281 3.25320 192 192 192 1
0.25706 49.99702 3.26123 201 201 201 1
0.13175 49.99658 3.26859 195 195 195 1
0.00633 50.00053 3.25427 199 199 199 1
-0.11958 50.00310 3.25550 187 187 187 1
-0.24453 49.99743 3.24134 191 191 191 1
-0.36875 49.99770 3.22232 195 195 195 1
-0.49487 49.99768 3.21262 193 193 193 1
-0.61389 50.00455 3.16835 196 196 196 1
-0.73653 50.00119 3.14137 195 195 195 1
-0.85718 50.00216 3.10648 197 197 197 1
-0.97618 50.00125 3.06624 201 201 201 1
-1.09299 50.00043 3.02010 192 192 192 1
-1.20713 49.99682 2.96781 190 190 190 1
-1.32218 50.00291 2.91733 200 200 200 1
-1.43203 49.99897 2.85646 183 183 183 1
-1.54152 49.99635 2.79498 190 190 190 1
-1.64976 50.00048 2.73101 193 193 193 1
-1.75434 50.00038 2.66114 191 191 191 1
-1.85065 50.00333 2.58020 193 193 193 1
-1.94880 49.99595 2.50195 190 190 190 1
-2.03828 49.99944 2.41388 197 197 197 1
-2.12646 49.99770 2.32500 190 190 190 1
-2.21551 49.99795 2.23703 186 186 186 1
-2.29456 49.99916 2.13998 191 191 191 1
-2.37870 50.00000 2.04728 189 189 189 1
-2.45898 50.00110 1.95098 183 183 183 1
-2.53209 49.99914 1.84914 177 177 177 1
-2.59947 50.00439 1.74344 188 188 188 1
-2.65894 50.00406 1.63316 184 184 184 1
-2.72502 49.99922 1.52645 178 178 178 1
-2.77576 49.99770 1.41179 178 178 178 1
-2.83739 49.99472 1.30185 178 178 178 1
-2.87121 49.99594 1.18043 178 178 178 1
-2.90587 50.00233 1.06016 176 176 176 1
-2.95247 50.00105 0.94361 174 174 174 1
-2.97771 49.99920 0.82090 175 175 175 1
-3.00125 49.99731 0.69819 173 173 173 1
-3.03197 50.00480 0.57670 171 171 171 1
-3.05107 49.99723 0.45295 171 171 171 1
-3.06189 50.00211 0.32821 172 172 172 1
-3.06178 49.99909 0.20297 165 165 165 1
-3.06725 49.99889 0.07813 167 167 167 1
-3.07742 49.99711 -0.04796 166 166 166 1
-3.05258 49.99813 -0.17249 164 164 164 1
-3.05128 50.00076 -0.29861 163 163 163 1
-3.02458 50.00105 -0.42179 169 169 169 1
-3.00214 50.00568 -0.54524 165 165 165 1
-2.98041 50.00247 -0.66904 156 156 156 1
-2.94695 50.00237 -0.79016 164 164 164 1
-2.91850 49.99908 -0.91296 161 161 161 1
-2.87576 50.00163 -1.03140 161 161 161 1
-2.83051 50.00161 -1.14888 158 158 158 1
-2.77729 49.99705 -1.26296 156 156 156 1
-2.72169 49.99994 -1.37577 155 155 155 1
-2.65240 50.00183 -1.48107 150 150 150 1
-2.22299 49.99956 -2.09857 156 156 156 1
-1.94945 50.00181 -2.35864 152 152 152 1
-1.75071 49.99699 -2.51285 147 147 147 1
-1.65027 50.00080 -2.58885 142 142 142 1
-1.43473 50.00489 -2.71902 148 148 148 1
-1.32345 49.99578 -2.77786 149 149 149 1
-1.20656 50.00011 -2.82490 145 145 145 1
-0.73664 50.00057 -3.00096 140 140 140 1
0.13175 50.00200 -3.13054 140 140 140 1
0.25718 49.99758 -3.12408 138 138 138 1
0.50604 49.99927 -3.09496 137 137 137 1
0.63049 50.00270 -3.08198 141 141 141 1
0.75476 49.99947 -3.06559 144 144 144 1
0.87573 50.00045 -3.03279 142 142 142 1
0.99863 50.00119 -3.00803 140 140 140 1
1.11746 49.99934 -2.96835 145 145 145 1
1.23484 49.99880 -2.92498 146 146 146 1
1.35195 50.00229 -2.88101 140 140 140 1
1.46786 49.99585 -2.83366 141 141 141 1
1.57797 50.00594 -2.77397 139 139 139 1
1.68317 49.99558 -2.70599 141 141 141 1
1.79714 50.00024 -2.65347 143 143 143 1
1.89602 50.00238 -2.57625 144 144 144 1
2.00503 49.99928 -2.51417 142 142 142 1
2.10216 50.00296 -2.43520 141 141 141 1
2.20154 50.00002 -2.35904 151 151 151 1
2.29096 49.99951 -2.27127 143 143 143 1
2.37745 49.99817 -2.18092 147 147 147 1
2.46633 50.00350 -2.09300 143 143 143 1
2.55257 50.00021 -2.00218 152 152 152 1
2.63472 50.00038 -1.90741 148 148 148 1
2.70748 49.99779 -1.80517 153 153 153 1
2.77906 50.00338 -1.70219 154 154 154 1
2.84829 50.00142 -1.59748 155 155 155 1
2.90937 49.99945 -1.48775 155 155 155 1
2.96159 50.00374 -1.37347 156 156 156 1
3.00693 49.99849 -1.25641 163 163 163 1
3.06993 50.00009 -1.14727 157 157 157 1
3.10467 50.00162 -1.02627 156 156 156 1
3.15155 49.99972 -0.90994 154 154 154 1
3.19050 49.99637 -0.79061 164 164 164 1
3.22086 49.99902 -0.66876 169 169 169 1
3.25694 50.00109 -0.54793 164 164 164 1
3.27049 49.99930 -0.42256 164 164 164 1
3.28172 49.99967 -0.29738 163 163 163 1
3.29635 50.00125 -0.17273 163 163 163 1
3.31179 49.99725 -0.04772 166 166 166 1
3.30540 50.40216 0.07875 172 172 172 1
3.29442 50.39969 0.20360 162 162 162 1
3.28535 50.40031 0.32813 168 168 168 1
3.28232 50.40376 0.45341 171 171 171 1
3.26608 50.39953 0.57753 171 171 171 1
3.24656 50.39932 0.70125 175 175 175 1
3.21502 50.39269 0.82248 180 180 180 1
3.19053 50.39668 0.94548 177 177 177 1
3.15212 50.40309 1.06475 182 182 182 1
3.10538 50.40056 1.18095 180 180 180 1
3.06315 50.40315 1.29868 177 177 177 1
3.00669 50.40088 1.41034 182 182 182 1
2.94898 50.39614 1.52095 187 187 187 1
2.89725 50.39718 1.63476 175 175 175 1
2.83121 50.39790 1.74074 182 182 182 1
2.77334 50.39680 1.85207 186 186 186 1
2.69674 50.40318 1.95108 183 183 183 1
2.62185 50.40285 2.05105 184 184 184 1
2.54556 50.39625 2.15010 179 179 179 1
2.45807 50.40223 2.23945 182 182 182 1
2.37261 50.40388 2.33042 180 180 180 1
2.28241 50.40155 2.41669 187 187 187 1
2.18881 50.39683 2.49922 192 192 192 1
2.09702 50.40028 2.58427 186 186 186 1
1.99251 50.40022 2.65317 185 185 185 1
1.89545 50.40399 2.73240 200 200 200 1
1.78504 50.39983 2.79166 195 195 195 1
1.67801 50.39893 2.85582 197 197 197 1
1.56963 50.39819 2.91800 193 193 193 1
1.45689 50.39908 2.97193 200 200 200 1
1.34506 50.40269 3.02845 198 198 198 1
1.22452 50.40255 3.06360 197 197 197 1
1.10961 50.40052 3.11392 202 202 202 1
0.98852 50.39792 3.14604 191 191 191 1
0.86796 50.39958 3.17984 198 198 198 1
0.74553 50.39709 3.20626 191 191 191 1
0.62179 50.39951 3.22573 191 191 191 1
0.49731 50.40461 3.23919 195 195 195 1
0.37267 50.39994 3.24976 199 199 199 1
0.24824 50.39997 3.26823 201 201 201 1
0.12271 50.40395 3.27187 196 196 196 1
-0.00278 50.39911 3.25853 198 198 198 1
-0.12887 50.39597 3.26133 199 199 199 1
-0.25305 50.39461 3.23952 198 198 198 1
-0.37803 50.39901 3.22638 198 198 198 1
-0.50157 50.39997 3.20343 200 200 200 1
-0.62310 50.40181 3.17157 199 199 199 1
-0.74371 50.39999 3.13729 199 199 199 1
-0.86742 50.40116 3.11266 192 192 192 1
-0.98063 50.40029 3.05627 189 189 189 1
-1.09895 50.39477 3.01511 195 195 195 1
-1.21814 50.40153 2.97449 194 194 194 1
-1.32599 50.39468 2.90943 201 201 201 1
-1.44160 50.39908 2.85976 192 192 192 1
-1.54733 50.39793 2.79201 193 193 193 1
-1.65965 50.39736 2.73454 192 192 192 1
-1.76028 50.39908 2.65907 190 190 190 1
-1.86283 50.40124 2.58635 193 193 193 1
-1.95770 50.39970 2.50389 187 187 187 1
-2.04604 50.39866 2.41456 191 191 191 1
-2.14123 50.39991 2.33274 183 183 183 1
-2.23114 50.40308 2.24508 189 189 189 1
-2.30781 50.40154 2.14547 185 185 185 1
-2.39540 50.39583 2.05515 183 183 183 1
-2.46677 50.40254 1.95184 190 190 190 1
-2.54013 50.40371 1.85019 185 185 185 1
-2.59429 50.40034 1.73638 176 176 176 1
-2.66696 50.40138 1.63416 182 182 182 1
-2.73438 50.40020 1.52812 175 175 175 1
-2.78233 50.40025 1.41210 177 177 177 1
-2.83838 50.39987 1.29989 179 179 179 1
-2.88388 50.40140 1.18307 184 184 184 1
-2.92235 50.39633 1.06380 178 178 178 1
-2.95610 50.40223 0.94324 180 180 180 1
-2.98900 50.39670 0.82252 180 180 180 1
-3.02155 50.40497 0.70144 173 173 173 1
-3.04271 50.39782 0.57790 172 172 172 1
-3.05482 50.40053 0.45318 169 169 169 1
-3.06936 50.39825 0.32887 166 166 166 1
-3.07321 50.40688 0.20377 170 170 170 1
-3.07541 50.40174 0.07875 167 167 167 1
-3.07226 50.39876 -0.04678 171 171 171 1
-3.06899 50.39914 -0.17244 170 170 170 1
-3.06306 50.39719 -0.29831 166 166 166 1
-3.03297 50.39642 -0.42106 166 166 166 1
-3.00897 50.39656 -0.54418 167 167 167 1
-2.98789 50.39728 -0.66804 163 163 163 1
-2.95481 50.39369 -0.78920 158 158 158 1
-2.91991 50.39611 -0.90986 161 161 161 1
-2.88443 50.40325 -1.03064 161 161 161 1
-2.83784 50.39725 -1.14755 156 156 156 1
-2.78397 50.40111 -1.26125 152 152 152 1
-2.72453 50.39888 -1.37199 150 150 150 1
-2.66739 50.40027 -1.48378 156 156 156 1
-2.46408 50.39683 -1.80066 151 151 151 1
-2.04824 50.39842 -2.26977 143 143 143 1
-1.85755 50.40169 -2.43320 145 145 145 1
-1.75910 50.40090 -2.51134 151 151 151 1
-1.55046 50.40002 -2.65162 145 145 145 1
-1.32922 50.40219 -2.77081 147 147 147 1
-0.62418 50.39536 -3.03226 147 147 147 1
-0.37662 50.40483 -3.07387 145 145 145 1
0.49743 50.39972 -3.09661 143 143 143 1
0.62120 50.39876 -3.07840 142 142 142 1
0.74520 50.40475 -3.06092 136 136 136 1
0.86671 50.40027 -3.03081 139 139 139 1
0.98880 50.39643 -3.00306 145 145 145 1
1.10733 50.39917 -2.96279 136 136 136 1
1.22457 50.40076 -2.91944 140 140 140 1
1.34196 50.39882 -2.87647 144 144 144 1
1.45428 50.39938 -2.82154 136 136 136 1
1.57065 50.40398 -2.77504 144 144 144 1
1.68060 50.39591 -2.71522 141 141 141 1
1.78214 50.40079 -2.64142 145 145 145 1
1.89321 50.39663 -2.58324 145 145 145 1
1.99305 50.39943 -2.50780 143 143 143 1
2.08922 50.39939 -2.42794 145 145 145 1
2.18963 50.39874 -2.35337 151 151 151 1
2.28391 50.39987 -2.27114 152 152 152 1
2.37040 50.40250 -2.18066 142 142 142 1
2.46247 50.39694 -2.09557 149 149 149 1
2.53946 50.39892 -1.99653 153 153 153 1
2.61668 50.39860 -1.89818 154 154 154 1
2.69582 50.39946 -1.80118 145 145 145 1
2.76614 50.39817 -1.69758 150 150 150 1
2.84196 50.39912 -1.59718 153 153 153 1
2.89831 50.39658 -1.48473 152 152 152 1
2.95635 50.40052 -1.37359 157 157 157 1
3.00978 50.40247 -1.26016 158 158 158 1
3.06627 50.39654 -1.14785 162 162 162 1
3.11784 50.39864 -1.03291 156 156 156 1
3.13967 50.39839 -0.90755 153 153 153 1
3.17955 50.40346 -0.78870 160 160 160 1
3.21336 50.39812 -0.66786 173 173 173 1
3.24272 50.39949 -0.54574 161 161 161 1
3.26619 50.40115 -0.42225 162 162 162 1
3.28103 50.40146 -0.29742 169 169 169 1
3.29052 50.40398 -0.17214 167 167 167 1
3.30245 50.40030 -0.04697 167 167 167 1
3.29043 50.79962 0.07938 166 166 166 1
3.29273 50.80025 0.20449 171 171 171 1
3.28196 50.79660 0.32914 168 168 168 1
3.27244 50.79836 0.45385 175 175 175 1
3.26170 50.79826 0.57878 168 168 168 1
3.23166 50.80127 0.70058 167 167 167 1
3.20772 50.80198 0.82336 172 172 172 1
3.16967 50.79884 0.94259 172 172 172 1
3.14037 50.79974 1.06429 176 176 176 1
3.09998 50.79428 1.18270 182 182 182 1
3.05358 50.79394 1.29885 173 173 173 1
3.00070 50.79790 1.41213 179 179 179 1
2.94782 50.80063 1.52534 178 178 178 1
2.89236 50.80045 1.63746 180 180 180 1
2.82780 50.79989 1.74457 182 182 182 1
2.76173 50.80254 1.85072 178 178 178 1
2.68660 50.80270 1.95066 190 190 190 1
2.61363 50.79719 2.05209 190 190 190 1
2.53547 50.80119 2.14962 188 188 188 1
2.45529 50.79345 2.24567 184 184 184 1
2.36210 50.79749 2.32940 180 180 180 1
2.27512 50.80244 2.41906 190 190 190 1
2.18356 50.79951 2.50416 182 182 182 1
2.09018 50.80057 2.58763 188 188 188 1
1.98688 50.80082 2.65845 190 190 190 1
1.88299 50.80080 2.72792 191 191 191 1
1.77562 50.80057 2.79173 183 183 183 1
1.66757 50.79918 2.85407 185 185 185 1
